,analysis_sample_rate,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_mbid,artist_mbtags,artist_mbtags_count,artist_name,artist_playmeid,artist_terms,artist_terms_freq,artist_terms_weight,audio_md5,bars_confidence,bars_start,beats_confidence,beats_start,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,release,release_7digitalid,sections_confidence,sections_start,segments_confidence,segments_loudness_max,segments_loudness_max_time,segments_loudness_start,segments_pitches,segments_start,segments_timbre,similar_artists,song_hotttnesss,song_id,start_of_fade_out,tatums_confidence,tatums_start,tempo,time_signature,time_signature_confidence,title,track_7digitalid,track_id,year,genre
2839,22050,4066,0.7890980315056719,0.5370020431521056,b'ARLZLMN1187B9AD1CB',42.31256,"b'Boston, MA'",-71.08868000000001,b'092b603f-eb4c-4958-b10e-02420de5885b',"(1,)","(1,)",b'The Cars',-1,"(15,)","(15,)","(15,)",b'3cebb86abc1a0f877aed3d6b94282e1b',"(416,)","(416,)","(416,)","(416,)",0.0,234.50077000000002,0.133,0.0,6,0.406,-5.811,1,0.536,b'The Squid And The Whale',129857,"(13,)","(13,)","(809,)","(809,)","(809,)","(809,)","(809, 12)","(809,)","(809, 12)","(100,)",0.8330062427807008,b'SOEQXWO12AB017D68B',224.067,"(1248,)","(1248,)",111.319,1,0.985,b'Drive',5221141,b'TRAJNYD128F9340A32',1984,Rock
2840,22050,4741,0.7446412459327763,0.5799889824287546,b'ARNLO5S1187B9B80CC',,"b'Pasadena, CA'",,b'b665b768-0d83-4363-950c-31ed39317c15',"(2,)","(2,)",b'Van Halen',54598,"(22,)","(22,)","(22,)",b'06f1801b140c5ade028489d4074ced1b',"(117,)","(117,)","(473,)","(473,)",0.0,248.18892999999997,0.24100000000000002,0.0,9,0.373,-3.798,1,0.41700000000000004,b'The Best Of Both Worlds',7133,"(9,)","(9,)","(755,)","(755,)","(755,)","(755,)","(755, 12)","(755,)","(755, 12)","(100,)",0.6844825731512485,b'SOWDZZQ12A670215BD',234.91,"(945,)","(945,)",117.954,4,0.0,"b""Can't Stop Lovin' You (Remastered Album Version)""",72171,b'TRAJNYU128E07856A5',0,Rock
2842,22050,87883,0.5479382412040086,0.3747912192641845,b'AR37ILI1187B98E27B',,"b'London, England'",,b'748161b8-ec62-4423-b6f1-3a8026190ebb',"(2,)","(2,)",b'Shriekback',-1,"(47,)","(47,)","(47,)",b'26a1b215eabc2eaf9ecb4399ef321f47',"(153,)","(153,)","(769,)","(769,)",0.0,297.92607999999996,0.218,0.0,5,1.0,-13.339,1,0.8440000000000001,b'Big Night Music',679623,"(15,)","(15,)","(1231,)","(1231,)","(1231,)","(1231,)","(1231, 12)","(1231,)","(1231, 12)","(100,)",0.3347065490692206,b'SOXSNIW12AB018681A',291.666,"(2306,)","(2306,)",157.95600000000002,5,0.767,b'Running On The Rocks',7540832,b'TRAJODO12903CD7591',1986,Rock
2845,22050,25694,0.5439365518845259,0.4303002791079415,b'ARHBWOZ1187FB3FD53',,b'ITALY',,b'e6ff2839-5ccb-451b-b07e-f485bc143118',"(0,)","(0,)",b'Utopia',6721,"(46,)","(46,)","(46,)",b'21072b4088c0bf960a231bbe022038e8',"(83,)","(83,)","(337,)","(337,)",0.0,208.14321999999999,0.282,0.0,0,0.111,-11.865,1,0.305,b'RA',65479,"(8,)","(8,)","(623,)","(623,)","(623,)","(623,)","(623, 12)","(623,)","(623, 12)","(100,)",0.3672734158093456,b'SOTLRMZ12A58A7DED5',203.79,"(674,)","(674,)",98.52799999999999,4,0.35,b'Magic Dragon Theatre',682866,b'TRAJOIH128F14B08F7',0,Rock
2846,22050,55369,0.6398604284788382,0.4538815000552126,b'AR6Z6BW1187B9ACD69',,b'',,b'89a879e1-d133-4ccb-87ae-3eedee44a05e',"(1,)","(1,)",b'The Ruby Suns',-1,"(38,)","(38,)","(38,)",b'4a9d4bce26517e60a002d7e3f5700841',"(10,)","(10,)","(48,)","(48,)",0.0,70.89587,0.109,0.0,0,0.272,-9.876,1,0.483,b'The Ruby Suns',70128,"(3,)","(3,)","(168,)","(168,)","(168,)","(168,)","(168, 12)","(168,)","(168, 12)","(100,)",0.5096409655518045,b'SOKZFPW12A67FFB3C6',70.896,"(189,)","(189,)",42.525,4,0.0,b'Function Of The Sun',734519,b'TRAJOLQ128EF346088',2005,Rock
2850,22050,7487,0.7922555897317167,0.5669715662185826,b'ARDF8K01187FB37200',,"b'Sydney, Australia'",,b'f0c8f75f-8736-4b1d-b312-9349fcff321d',"(1,)","(1,)",b'Wolfmother',-1,"(21,)","(21,)","(21,)",b'12ad1f13ca1d64e153e9eaf3ace16581',"(152,)","(152,)","(611,)","(611,)",0.0,260.91057,0.0,0.0,2,0.5820000000000001,-4.598,1,0.48100000000000004,"b""Dane Cook's Tourgasm Soundtrack""",135400,"(13,)","(13,)","(762,)","(762,)","(762,)","(762,)","(762, 12)","(762,)","(762, 12)","(100,)",0.7761267755560965,b'SOCVOFW12A6D227200',252.40099999999998,"(1221,)","(1221,)",141.769,4,0.023,b'Dimension',1403364,b'TRAJOPN128F423BEC3',2004,Rock
2852,22050,16331,0.736677413340632,0.5261825563468479,b'ARNDB1X1187B990AA0',34.053490000000004,"b'Venice, CA'",-118.24531999999999,b'e9e2a634-984f-4c10-bf7b-7970179e1ef1',"(11,)","(11,)",b'Suicidal Tendencies',12797,"(43,)","(43,)","(43,)",b'0ccb3c65b6fb0ec213b41f232ab26a24',"(179,)","(179,)","(720,)","(720,)",0.0,269.81832,3.738,0.0,9,0.627,-5.93,1,0.568,b'The Art Of Rebellion',282042,"(11,)","(11,)","(824,)","(824,)","(824,)","(824,)","(824, 12)","(824,)","(824, 12)","(100,)",0.5203703042823021,b'SOCOLNA12A8C131D81',261.54400000000004,"(1441,)","(1441,)",164.925,4,0.0,"b""It's Going Down""",3152222,b'TRAJOWK128F4263735',1992,Rock
2857,22050,750,0.7498607532459345,0.5165351796732451,b'AR3Q48J1187FB55278',,b'',,b'3697647f-1839-479e-98a1-9ad39004d923',"(1,)","(1,)",b'The Rapture',-1,"(24,)","(24,)","(24,)",b'a07f66e14cee4be926ba2714ffa5a24a',"(131,)","(131,)","(530,)","(530,)",0.0,277.02812,0.0,0.0,1,0.517,-6.425,1,0.428,b'Pieces Of The People We Love',41745,"(7,)","(7,)","(1144,)","(1144,)","(1144,)","(1144,)","(1144, 12)","(1144,)","(1144, 12)","(100,)",0.6400173188012475,b'SOHOOXT12A67ADA073',264.069,"(1060,)","(1060,)",119.81299999999999,4,1.0,b'The Devil',443679,b'TRAJPIQ128F14819A8',2006,Rock
2861,22050,19072,0.6303823341467806,0.4659834230048429,b'AR7G5I41187FB4CE6C',,"b'London, England'",,b'e188a520-9cb7-4f73-a3d7-2f70c6538e92',"(3,)","(3,)",b'Adam Ant',12697,"(43,)","(43,)","(43,)",b'd06f4a7c1d8f4bb1b3628f37ef7b9894',"(154,)","(154,)","(619,)","(619,)",0.0,203.91138,1.465,0.0,9,0.642,-6.267,1,0.45899999999999996,b'The Very Best Of',278874,"(9,)","(9,)","(942,)","(942,)","(942,)","(942,)","(942, 12)","(942,)","(942, 12)","(100,)",,b'SOJSXXC12A8AE47C35',201.28799999999998,"(1239,)","(1239,)",183.907,4,0.611,b'Friend Or Foe',3105610,b'TRAJPPX128F4259FD4',1982,Rock
2863,22050,1376,0.7006355277956989,0.5115461837748246,b'ARZTSYB1187FB54987',,b'',,b'e3cb4543-210f-499a-b0d1-3882c312dfb9',"(2,)","(2,)",b'Rainbow',-1,"(41,)","(41,)","(41,)",b'294786d9147f083cefd7a737a171329e',"(191,)","(191,)","(766,)","(766,)",0.0,299.57178999999996,0.179,0.0,0,0.7879999999999999,-10.915,1,0.62,b'The Best Of Rainbow',2346,"(12,)","(12,)","(1033,)","(1033,)","(1033,)","(1033,)","(1033, 12)","(1033,)","(1033, 12)","(100,)",0.6206107180693496,b'SOJOBVT12A6701E062',287.33,"(1532,)","(1532,)",155.999,4,0.168,"b""Can't Happen Here""",23996,b'TRAJPUF128E0784808',1981,Rock
2871,22050,106079,0.5536370861963962,0.3602004478694047,b'AR2CM6U1187B999EB7',52.51606999999999,"b'Berlin, Germany'",13.37698,b'd145a57e-7afb-4793-8cc4-2fad292374ef',"(0,)","(0,)",b'Basic Channel',-1,"(45,)","(45,)","(45,)",b'bed0a268a323a8c01569083d52648727',"(192,)","(192,)","(966,)","(966,)",0.0,811.2322,2.026,0.0,11,0.040999999999999995,-17.88,1,0.386,b'Radiance',219548,"(24,)","(24,)","(3170,)","(3170,)","(3170,)","(3170,)","(3170, 12)","(3170,)","(3170, 12)","(100,)",0.4673656313281381,b'SOYGZXS12A8C13D614',795.2660000000001,"(2898,)","(2898,)",71.416,5,0.948,b'Radiance I',2394965,b'TRAJQXD128F428767D',1994,Electronic
2873,22050,3117,0.8564489236516379,0.854637828218057,b'ARPDVPJ1187B9ADBE9',,"b'Atlanta, GA'",,b'3414d446-735a-443c-931f-10634f57e5b9',"(1,)","(1,)",b'Usher',1646,"(36,)","(36,)","(36,)",b'70991d401b3b2634b29a95f50b8dcd4f',"(175,)","(175,)","(705,)","(705,)",0.0,286.77179,0.0,0.0,11,0.322,-4.04,0,0.324,b'Dance Workout Classics; Keep Fit With The Hottest Hits & Remixes',611118,"(9,)","(9,)","(1333,)","(1333,)","(1333,)","(1333,)","(1333, 12)","(1333,)","(1333, 12)","(100,)",,b'SOUVKXW12A8C1427AC',286.772,"(1409,)","(1409,)",147.97899999999998,4,0.0,b'Trading Places',6795948,b'TRAJRIT128F92F4352',2008,RnB
2877,22050,204760,0.4582043919097577,0.3058099661345896,b'ARJPUZC1187B99A8F6',18.209039999999998,"b'Westmoreland, Jamaica'",-77.97559,b'290e5027-9773-4540-9b37-33ef4faff4ff',"(0,)","(0,)",b'Mike Brooks',-1,"(17,)","(17,)","(17,)",b'a0c69033c00449572cfcd0787b75c349',"(73,)","(73,)","(294,)","(294,)",0.0,132.93669,0.326,0.0,6,0.514,-13.713,0,0.413,b'Sounds & Pressure Vol. 3',364794,"(8,)","(8,)","(559,)","(559,)","(559,)","(559,)","(559, 12)","(559,)","(559, 12)","(100,)",0.2669551862755385,b'SOGJVNZ12AB0185170',119.40899999999999,"(587,)","(587,)",139.202,4,0.0,b'Woman of Shiloh',4060730,b'TRAJRMZ128F932DC12',0,Reggae
2893,22050,23001,0.5453643529928158,0.4045752263997647,b'ARQ30G91187B9B8C12',,b'',,b'900041e6-03f9-4bc3-a4cd-68452dd1ea2d',"(0,)","(0,)",b'Steinski',-1,"(44,)","(44,)","(44,)",b'031ec50ae528201ca63e9752ba59b6ce',"(130,)","(130,)","(524,)","(524,)",0.0,169.97832,0.0,0.0,10,0.5329999999999999,-12.738,0,0.547,b'What Does It All Mean? - 1983-2006 Retrospective',534612,"(8,)","(8,)","(855,)","(855,)","(855,)","(855,)","(855, 12)","(855,)","(855, 12)","(100,)",0.4330050772745855,b'SOUDAHM12A58A7B19A',169.97799999999998,"(1048,)","(1048,)",185.325,4,0.59,b'Hot Spot (Terrible Love Mix)',5912356,b'TRAJSNE128F9305CFD',2003,Rap
2894,22050,154989,0.7699678192633778,0.480812448609679,b'ARPTC8L119B340323E',,b'',,b'4cbc9839-c43e-42e6-9d84-b44045cf03ba',"(0,)","(0,)",b'Chuck Wicks',9452,"(10,)","(10,)","(10,)",b'9dd04dbb0e55abd08e2fda217568149d',"(87,)","(87,)","(353,)","(353,)",0.0,222.01424,0.136,0.0,1,1.0,-5.278,1,0.875,b'Starting Now',438662,"(11,)","(11,)","(585,)","(585,)","(585,)","(585,)","(585, 12)","(585,)","(585, 12)","(100,)",0.6304604526038231,b'SOYTXMF12AB0179B2C',202.18200000000002,"(706,)","(706,)",99.124,4,0.10400000000000001,b'If We Loved',4887198,b'TRAJSNU128F92F2AC0',2008,Country
2899,22050,21453,0.8894607253481954,0.6120672682978017,b'AR65K7A1187FB4DAA4',,b'',,b'183105b5-3e68-4748-9086-2c1c11bf7a3d',"(3,)","(3,)",b'Beyonc\xc3\xa9',193,"(28,)","(28,)","(28,)",b'16f0a03e5d1cbb3959990229c76c4da6',"(83,)","(83,)","(335,)","(335,)",0.0,230.55628,0.223,0.0,10,0.852,-4.883,1,0.5760000000000001,b'Irreemplazable',280206,"(7,)","(7,)","(910,)","(910,)","(910,)","(910,)","(910, 12)","(910,)","(910, 12)","(100,)",,b'SOYNBBT12A8AE46457',224.386,"(1339,)","(1339,)",87.992,4,0.152,b'Irreplaceable (Irreemplazable)',3121528,b'TRAJSRH128F425DDC7',2007,RnB
2905,22050,7537,0.7292122740965461,0.4813393085742319,b'ARVUN5F1187FB4CCC7',,"b'Kingston, Jamaica'",,b'0d85b9f2-802d-48bb-aa85-6a9668869053',"(1,)","(1,)",b'Beenie Man',177,"(16,)","(16,)","(16,)",b'c67a0a1751110c69aa4bcfd250a3fdaf',"(149,)","(149,)","(598,)","(598,)",0.0,230.24281000000002,0.0,0.0,5,0.446,-6.171,0,0.469,b'Concept Of Life',465292,"(9,)","(9,)","(1074,)","(1074,)","(1074,)","(1074,)","(1074, 12)","(1074,)","(1074, 12)","(100,)",0.3277366831778408,b'SOKJCDI12A81C22EB0',220.979,"(1196,)","(1196,)",159.248,4,0.33899999999999997,b'Imagination',5177224,b'TRAJTOI128F9335EEC',2006,Reggae
2906,22050,16755,0.5371605629718418,0.3828430622091098,b'ARJTX7M1187FB4CED3',52.883559999999996,b'England',-1.97406,b'96742ec2-b733-4ac6-b493-7e056a43b357',"(4,)","(4,)",b'Be Bop Deluxe',61597,"(39,)","(39,)","(39,)",b'1a455f7d3f4295687c4c7a725080cb10',"(117,)","(117,)","(471,)","(471,)",0.0,197.82485,0.369,0.0,2,0.251,-11.292,0,0.32299999999999995,b'Futurama',23891,"(10,)","(10,)","(646,)","(646,)","(646,)","(646,)","(646, 12)","(646,)","(646, 12)","(100,)",,b'SOTAEIP12A6D4F76A5',197.825,"(941,)","(941,)",142.88,4,0.37200000000000005,b'Between The Worlds',249644,b'TRAJTYX128F145AD24',1975,Rock
2911,22050,4546,0.8598733119890262,0.5330853751571502,b'AR65OLD1187FB5C103',,b'',,b'b3b81e34-2bfa-4d3c-be35-8a528f06fcd0',"(0,)","(0,)",b'P.O.D.',1280,"(24,)","(24,)","(24,)",b'1b9d88912a5f68fba07f21cab781308f',"(76,)","(76,)","(389,)","(389,)",0.0,188.94322,0.45,0.0,1,0.5539999999999999,-5.322,1,0.44299999999999995,b'The Warriors EP_ Vol. 2',129267,"(6,)","(6,)","(747,)","(747,)","(747,)","(747,)","(747, 12)","(747,)","(747, 12)","(100,)",0.5135170285371385,b'SOJRUHL12A813557F6',178.498,"(1169,)","(1169,)",125.52799999999999,5,0.617,b'Ya Mama (Palm Springs Demo)',1341786,b'TRAJUPF128F4231A2C',0,Rock
2916,22050,7561,0.7103748126907397,0.5058831686836971,b'ARCNOK81187B98CA3F',,"b'Kingston, Jamaica'",,b'9f525d0b-3911-4c83-b0d1-e90aa1fd2d14',"(4,)","(4,)",b'Buju Banton',6979,"(16,)","(16,)","(16,)",b'f0b76290d1acf6d8c04966f2f1781846',"(90,)","(90,)","(364,)","(364,)",0.0,256.78322000000003,3.611,0.0,2,0.054000000000000006,-13.139000000000001,1,0.266,b'Voice Of Jamaica',504344,"(10,)","(10,)","(1194,)","(1194,)","(1194,)","(1194,)","(1194, 12)","(1194,)","(1194, 12)","(100,)",,b'SOQVLPI12AB017F740',251.50099999999998,"(1459,)","(1459,)",85.988,4,0.18899999999999997,b'Searching',5581565,b'TRAJUXT128F932B03C',1993,Reggae
2919,22050,21453,0.8894607256561908,0.6194314223109001,b'AR65K7A1187FB4DAA4',,b'',,b'183105b5-3e68-4748-9086-2c1c11bf7a3d',"(3,)","(3,)",b'Beyonc\xc3\xa9',193,"(28,)","(28,)","(28,)",b'c534f4bce98e6aa2ce53ec8f6c603837',"(399,)","(399,)","(399,)","(399,)",0.0,212.16608,2.241,0.0,9,0.5,-6.295,1,0.48,b'Ring The Alarm (Urban Mixes)',493062,"(17,)","(17,)","(964,)","(964,)","(964,)","(964,)","(964, 12)","(964,)","(964, 12)","(100,)",,b'SOYVXRJ12AB017CDD6',199.872,"(1196,)","(1196,)",113.81200000000001,1,1.0,b'Ring The Alarm',5465673,b'TRAJVHI128F930EFAF',2006,RnB
2933,22050,52287,0.7058764019143506,0.6222089601294355,b'ARNZ70R1187B9A4824',,"b'Westbury, Long Island, NY'",,b'29762c82-bb92-4acd-b1fb-09cc4da250d2',"(3,)","(3,)",b'Joe Satriani',8426,"(20,)","(20,)","(20,)",b'5190bbbbb5b28bb745043731b906fbbd',"(76,)","(76,)","(262,)","(262,)",0.0,185.70404,0.0,0.0,11,0.68,-16.104,0,0.782,"b""G3 Live:  Rockin' in the Free World""",292141,"(7,)","(7,)","(624,)","(624,)","(624,)","(624,)","(624, 12)","(624,)","(624, 12)","(100,)",,b'SOZHDIA12A58A80F93',185.704,"(786,)","(786,)",83.95700000000001,3,0.179,b'Midnight',3280590,b'TRAJXKX128F428021C',1987,Rock
2934,22050,41002,0.6457200233360104,0.543954417055839,b'AROY6XW1187B991121',,"b'Carle Place, New York'",,b'5e7ccd92-6277-451a-aab9-1efd587c50f3',"(7,)","(7,)",b'Steve Vai',8613,"(25,)","(25,)","(25,)",b'd8a19ee4d69c85eeae3c05c08c8d16a2',"(281,)","(281,)","(1129,)","(1129,)",0.0,304.71791,0.10099999999999999,0.0,5,0.6629999999999999,-7.269,1,0.693,b'Fire Garden',282332,"(13,)","(13,)","(732,)","(732,)","(732,)","(732,)","(732, 12)","(732,)","(732, 12)","(100,)",0.6373112764008381,b'SOJMLXA12A8C12FB20',292.49,"(1129,)","(1129,)",227.16099999999997,4,0.645,b'Brother',3138623,b'TRAJXNB128F4261F43',1996,Rock
2938,22050,45839,0.4477250753875536,0.3511702117219038,b'AR0OTEX1187FB3600D',,b'',,b'c152ed9f-7a4c-4006-af2d-ed8b7126b0a0',"(0,)","(0,)",b'Los Del Rio',950,"(29,)","(29,)","(29,)",b'c29e48f7dbcb4aef261dce91779f64ae',"(845,)","(845,)","(845,)","(845,)",0.0,249.49506,2.572,0.0,10,0.498,-12.005,0,0.489,b'Fiesta Macarena',297314,"(15,)","(15,)","(1570,)","(1570,)","(1570,)","(1570,)","(1570, 12)","(1570,)","(1570, 12)","(100,)",,b'SOTJEIC12A8C139054',236.39700000000002,"(1690,)","(1690,)",206.02,1,0.0,b'Macarena',3333319,b'TRAJXQL128F428CAF0',1993,Pop
2941,22050,20721,0.3867161753601155,0.281887097438807,b'ARKEFM61187B9A8202',30.996879999999997,"b'Corrigan, Polk County, TX'",-94.82807,b'da009937-d372-4ba9-833f-02c89a9b1f1d',"(0,)","(0,)",b'Moon Mullican',-1,"(17,)","(17,)","(17,)",b'1bf1d1e6197a586605608eceb286c656',"(115,)","(115,)","(461,)","(461,)",0.0,157.49178999999998,0.0,0.0,5,0.65,-18.692,1,0.536,b'Broken Dreams',535936,"(7,)","(7,)","(613,)","(613,)","(613,)","(613,)","(613, 12)","(613,)","(613, 12)","(100,)",0.0,b'SONJBDA12AB0183CFD',151.748,"(921,)","(921,)",182.408,4,0.0,"b""What's The Matter With The Mill""",5928828,b'TRAJXUS128F9309CEE',0,Country
2949,22050,18232,0.6992620557763054,0.4759412895980046,b'AR2SMD91187B9B0582',,"b'Boston, MA'",,b'779353f3-6401-4cda-a8a2-6fd3ec9bc11b',"(3,)","(3,)",b'Mighty Mighty Bosstones',176106,"(37,)","(37,)","(37,)",b'1935715f1666ba11751964c436cd2fce',"(549,)","(549,)","(549,)","(549,)",0.0,168.85506,0.254,0.0,1,0.33299999999999996,-9.515,1,0.609,"b""Devil's Night Out""",511256,"(9,)","(9,)","(569,)","(569,)","(569,)","(569,)","(569, 12)","(569,)","(569, 12)","(100,)",0.5135170285371385,b'SOSNQCC12AB0185B62',168.855,"(1098,)","(1098,)",197.213,1,0.0,b'Patricia',5656177,b'TRAJZCH128F933D2B7',1989,Reggae
2958,22050,16967,0.7126621633671405,0.43069704628908106,b'ARCF06I1187B995398',,b'',,b'3dfb71a2-2e06-4a69-8839-3e1fc07e92ea',"(9,)","(9,)",b'K-OS',7897,"(27,)","(27,)","(27,)",b'c9a26499efc77dd98b04439dcb823b2b',"(96,)","(96,)","(386,)","(386,)",0.0,238.23628,0.33399999999999996,0.0,7,0.406,-6.4910000000000005,1,0.502,b'B-Boy Stance',160628,"(12,)","(12,)","(1172,)","(1172,)","(1172,)","(1172,)","(1172, 12)","(1172,)","(1172, 12)","(100,)",0.6313903653184915,b'SOSDZUS12A8C13AE10',234.80599999999998,"(1544,)","(1544,)",97.98,4,0.7659999999999999,b'B-Boy Stance',1695124,b'TRAJZLM128F427CEB7',2004,Rap
2959,22050,63620,0.5455990200290305,0.3436800408897251,b'ARWBN9B1187B988B95',48.76767,"b'Stuttgart, Germany'",9.17192,b'3b1464ca-c640-4102-b4a4-aaca9ddca442',"(0,)","(0,)",b'Eberhard Weber',-1,"(42,)","(42,)","(42,)",b'0c922b9db04874b2f2e6f4c627fac5a1',"(149,)","(149,)","(448,)","(448,)",0.0,279.06567,1.054,0.0,1,0.546,-27.016,1,0.462,b'Pendulum',179771,"(6,)","(6,)","(589,)","(589,)","(589,)","(589,)","(589, 12)","(589,)","(589, 12)","(100,)",0.34092275586437804,b'SOYCYFG12A81C22BA1',263.767,"(897,)","(897,)",99.556,3,0.8140000000000001,b'Unfinished Self-Portrait',1943030,b'TRAJZPU128F422C1D2',1993,Jazz
2964,22050,27512,0.5966023845600811,0.39918628529592,b'ARB1CNO1187FB4CE93',,b'',,b'337027f4-4f29-42f4-bc4d-63e7d4e74e1a',"(4,)","(4,)",b'45 Grave',36893,"(42,)","(42,)","(42,)",b'e5f319b713340be07b26d9eb2653a6f2',"(311,)","(311,)","(311,)","(311,)",0.0,163.26485,0.154,0.0,4,0.258,-12.777999999999999,1,0.325,"b""A Devil's Possessions - Demos & Live 1980-1983""",272276,"(9,)","(9,)","(396,)","(396,)","(396,)","(396,)","(396, 12)","(396,)","(396, 12)","(100,)",0.6473688165526812,b'SOJMXXW12A6D4F9DB3',156.868,"(311,)","(311,)",114.135,1,0.318,b'Party Time',3034979,b'TRAJZYI128F424B412',1989,Rock
2966,22050,19152,0.5205537457116164,0.35597435894657803,b'AR58SJE1187B9A8E4C',31.553790000000003,"b'Monticello, MS'",-90.10785,b'29b9edaa-058f-489a-b54a-73cc3627661c',"(0,)","(0,)",b'J.B. Lenoir',29704,"(25,)","(25,)","(25,)",b'da6d2419d71cfef420fafd68a26f5cb1',"(59,)","(59,)","(241,)","(241,)",0.0,114.62485,0.20600000000000002,0.0,11,0.342,-7.5729999999999995,0,0.335,b'Passionate Blues',58509,"(5,)","(5,)","(449,)","(449,)","(449,)","(449,)","(449, 12)","(449,)","(449, 12)","(100,)",,b'SOTNYEO12A6D4F98C3',106.771,"(482,)","(482,)",129.583,4,0.35100000000000003,b'I Feel So Good',608611,b'TRAKABH128F14A0747',1995,Blues
2970,22050,1396,0.7071997638379363,0.5134632897021558,b'ARYKCQI1187FB3B18F',,b'',,b'eeacb319-8d4c-48e0-80a0-944e71c375bf',"(0,)","(0,)",b'Tesla',7536,"(48,)","(48,)","(48,)",b'84a4d487df296f1b0f7eba120b08cc73',"(147,)","(147,)","(445,)","(445,)",0.0,210.28526000000002,0.0,0.0,2,0.5529999999999999,-10.222999999999999,1,0.424,b'Five Man Acoustical Jam',46614,"(7,)","(7,)","(623,)","(623,)","(623,)","(623,)","(623, 12)","(623,)","(623, 12)","(100,)",0.3589765264395974,b'SOUROPB12A6D4FAC51',210.285,"(889,)","(889,)",128.262,3,0.0,"b""Gettin' Better""",498114,b'TRAKAGL128F148B3B7',1986,Rock
2971,22050,4839,0.5828031912881204,0.44866907394031896,b'AR0B1CH1187FB3A824',34.56398,"b'Benton, Arkansas'",-92.58685,b'9fb7fe77-4e8b-4cbd-ba8f-84bcd80a24bc',"(0,)","(0,)",b'Charlie Rich',2190,"(36,)","(36,)","(36,)",b'a5cc0e3c3df1bb110002ea90b468f029',"(134,)","(134,)","(432,)","(432,)",0.0,268.7473,0.473,0.0,3,0.578,-13.505,1,0.604,b'The Most Beautiful Girl',301582,"(12,)","(12,)","(731,)","(731,)","(731,)","(731,)","(731, 12)","(731,)","(731, 12)","(100,)",0.2998774882739778,b'SODHPGT12A6D4F781D',259.57599999999996,"(864,)","(864,)",96.243,3,0.8759999999999999,"b""You Don't Know Me""",3396078,b'TRAKAJM128F429BEED',1997,Country
2973,22050,89680,0.8278537698666787,0.5173285835660317,b'ARPKK761187FB4D53C',40.10216,"b'Anderson, IN'",-85.67869,b'57805d77-f947-4851-b7fb-78baad154451',"(2,)","(2,)",b'The Ataris',13002,"(14,)","(14,)","(14,)",b'1e6e60d2f1d27ad6307f01e668211edb',"(144,)","(144,)","(581,)","(581,)",0.0,246.85669,0.0,0.0,2,0.531,-4.544,1,0.604,b'So Long_ Astoria',287297,"(8,)","(8,)","(716,)","(716,)","(716,)","(716,)","(716, 12)","(716,)","(716, 12)","(100,)",,b'SOCXOGU12A8C1327B3',237.215,"(1161,)","(1161,)",145.711,4,0.594,b'The Hero Dies in This One',3222984,b'TRAKARY128F427253E',2003,Rock
2975,22050,163827,0.6054242899248758,0.4092921169313016,b'ARR2TI31187FB380FE',,b'',,b'7a86ff6f-cdfc-4ac3-97ca-6a48b8d1b8cd',"(1,)","(1,)",b'The Field Mice',-1,"(46,)","(46,)","(46,)",b'da135a28e07ddb2e0a49c6a0b6e0ee7d',"(92,)","(92,)","(390,)","(390,)",0.0,335.46404,0.16,0.0,7,1.0,-14.064,1,0.909,b'Coastal',216819,"(13,)","(13,)","(853,)","(853,)","(853,)","(853,)","(853, 12)","(853,)","(853, 12)","(100,)",0.5267066592697299,b'SOQPENF12A8C13D7D8',328.89300000000003,"(780,)","(780,)",70.09,4,0.442,b'Below The Stars',2360486,b'TRAKBAS128F427F12A',1990,Rock
2978,22050,273042,0.4534449307485466,0.3116174849315413,b'ARCQ3LZ1187FB49B42',,b'',,b'45d921dd-aaf9-4f72-9a8c-101ec24b9186',"(0,)","(0,)",b'Koffi Olomid\xc3\xa9',-1,"(24,)","(24,)","(24,)",b'b96233a144544f84d8feeda634e1b60f',"(228,)","(228,)","(919,)","(919,)",0.0,445.49179000000004,0.177,0.0,6,0.386,-7.441,0,0.493,b'Loi',680783,"(16,)","(16,)","(2073,)","(2073,)","(2073,)","(2073,)","(2073, 12)","(2073,)","(2073, 12)","(100,)",0.3725300393660796,b'SOJEOUG12AB018A5D5',437.418,"(1837,)","(1837,)",120.807,4,0.7959999999999999,b'Papito Charme',7553758,b'TRAKBHG12903CDA83B',0,World
2982,22050,522,0.8148296561331122,0.7760376560525726,b'ARFCUN31187B9AD578',51.50632,"b'London, England'",-0.12714,b'b071f9fa-14b0-4217-8e97-eb41da73f598',"(13,)","(13,)",b'The Rolling Stones',10490,"(29,)","(29,)","(29,)",b'15d4a67fb47f4f54c226e9f537dec8f1',"(139,)","(139,)","(559,)","(559,)",0.0,183.17016,0.386,0.0,7,0.514,-11.552999999999999,1,0.45899999999999996,b'12 x 5',350902,"(10,)","(10,)","(745,)","(745,)","(745,)","(745,)","(745, 12)","(745,)","(745, 12)","(100,)",0.6332543216944774,b'SOGRKPG12A58A7ADF7',174.266,"(1118,)","(1118,)",185.333,4,0.16399999999999998,b'Around And Around',3922017,b'TRAKBON128F9311039',1964,Rock
